Fuel_Type,Body_Type,Kilometers_Driven,Transmission,Owner_Count,Brand,model,Model_Year,Location,mileage,Number_of_Seats
Petrol,Hatchback,73969.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Sedan,62598.0,Manual,1,Hyundai,Hyundai Verna,2016,Bangalore,17.01,5.0
Petrol,Sedan,70000.0,Automatic,2,Toyota,Toyota Corolla Altis,2017,Bangalore,14.28,5.0
Petrol,Hatchback,24343.0,Manual,2,Maruti,Maruti Alto 800,2021,Bangalore,22.05,5.0
Diesel,Hatchback,110000.0,Manual,2,Volkswagen,Volkswagen Polo,2014,Bangalore,22.07,5.0
Petrol,Hatchback,58917.0,Manual,2,Volkswagen,Volkswagen Polo,2017,Bangalore,16.2,5.0
Petrol,Hatchback,72338.0,Manual,1,Maruti,Maruti Swift,2016,Bangalore,22.38,5.0
Diesel,Hatchback,50000.0,Manual,1,Tata,Tata Indica V2,2003,Bangalore,17.88,5.0
Diesel,SUV,110000.0,Manual,3,Mahindra,Mahindra XUV500,2015,Bangalore,16.0,7.0
Petrol,Hatchback,41000.0,Automatic,2,Honda,Honda Brio,2012,Bangalore,18.4,5.0
Petrol,Hatchback,70000.0,Automatic,2,Hyundai,Hyundai i10,2009,Bangalore,19.2,5.0
Petrol,Sedan,25887.0,Manual,1,Maruti,Maruti Swift Dzire,2019,Bangalore,17.5,5.0
Petrol,Sedan,40000.0,Manual,1,Honda,Honda City,2016,Bangalore,17.8,5.0
Diesel,Hatchback,50000.0,Manual,1,Maruti,Maruti Swift,2015,Bangalore,25.2,5.0
Petrol,Minivans,10000.0,Manual,1,Maruti,Maruti Eeco,2021,Bangalore,16.11,7.0
Petrol,Hatchback,20000.0,Manual,1,Volkswagen,Volkswagen Polo,2022,Bangalore,18.24,5.0
Petrol,Sedan,60000.0,Manual,2,Hyundai,Hyundai Verna,2017,Bangalore,17.0,5.0
Petrol,Hatchback,64235.0,Manual,2,Hyundai,Hyundai i20,2017,Bangalore,18.6,5.0
Diesel,Hatchback,83873.0,Manual,1,Maruti,Maruti Baleno,2018,Bangalore,27.39,5.0
Diesel,Sedan,120000.0,Manual,2,Skoda,Skoda Rapid,2012,Bangalore,20.5,5.0
Petrol,Sedan,93059.0,Manual,2,Hyundai,Hyundai Verna,2016,Bangalore,17.01,5.0
Petrol,Hatchback,45681.0,Manual,1,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Petrol,Hatchback,45938.0,Manual,2,Honda,Honda Jazz,2017,Bangalore,18.7,5.0
Petrol,Hatchback,40000.0,Manual,1,Maruti,Maruti Baleno,2018,Bangalore,21.4,5.0
Petrol,Hatchback,57423.0,Manual,2,Maruti,Maruti Swift,2018,Bangalore,22.38,5.0
Petrol,Hatchback,60942.0,Automatic,1,Hyundai,Hyundai Grand i10,2015,Bangalore,18.9,5.0
Petrol,SUV,70000.0,Automatic,1,Hyundai,Hyundai Creta,2018,Bangalore,13.0,5.0
Diesel,SUV,80000.0,Manual,2,Jeep,Jeep Compass,2018,Bangalore,17.1,5.0
Petrol,Hatchback,10000.0,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,Bangalore,20.7,5.0
Diesel,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2012,Bangalore,12.99,7.0
Diesel,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2013,Bangalore,22.32,5.0
Petrol,Sedan,50000.0,Manual,1,Fiat,Fiat Linea,2009,Bangalore,16.0,5.0
Petrol,Hatchback,14949.0,Manual,1,Hyundai,Hyundai i20,2020,Bangalore,20.0,5.0
Petrol,Hatchback,77995.0,Automatic,1,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Petrol,SUV,20000.0,Manual,1,Tata,Tata Nexon,2021,Bangalore,17.33,5.0
Petrol,Sedan,40908.0,Manual,1,Maruti,Maruti Ciaz,2020,Bangalore,20.65,5.0
Petrol,Hatchback,39693.0,Automatic,2,Hyundai,Hyundai Grand i10,2016,Bangalore,18.9,5.0
Petrol,Sedan,40000.0,Manual,1,Hyundai,Hyundai Verna,2010,Bangalore,16.2,5.0
Petrol,Hatchback,63411.0,Manual,1,Maruti,Maruti Swift,2016,Bangalore,22.38,5.0
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Swift,2018,Bangalore,22.0,5.0
Petrol,Hatchback,94221.0,Manual,2,Hyundai,Hyundai Grand i10,2014,Bangalore,18.9,5.0
Petrol,Hatchback,93975.0,Manual,1,Hyundai,Hyundai i20,2017,Bangalore,18.6,5.0
Petrol,SUV,30000.0,Manual,1,Mahindra,Mahindra XUV300,2019,Bangalore,16.82,5.0
Petrol,Hatchback,30155.0,Manual,2,Volkswagen,Volkswagen Polo,2020,Bangalore,18.24,5.0
Petrol,Hatchback,59006.0,Manual,2,Volkswagen,Volkswagen Polo,2016,Bangalore,16.47,5.0
Petrol,Hatchback,100000.0,Manual,4,Maruti,Maruti Zen,2004,Bangalore,17.3,5.0
Petrol,SUV,18570.0,Automatic,1,Tata,Tata Nexon,2022,Bangalore,16.35,5.0
Diesel,Hatchback,61263.0,Manual,1,Maruti,Maruti Baleno,2016,Bangalore,27.39,5.0
Petrol,SUV,65507.0,Manual,2,Honda,Honda WR-V,2017,Bangalore,17.5,5.0
Diesel,SUV,100000.0,Manual,1,Renault,Renault Duster,2014,Bangalore,20.46,5.0
Petrol,SUV,26158.0,Manual,1,Honda,Honda WR-V,2017,Bangalore,17.5,5.0
Petrol,Hatchback,35250.0,Manual,1,Maruti,Maruti Swift,2015,Bangalore,22.38,5.0
Diesel,SUV,65965.0,Manual,1,Mahindra,Mahindra Quanto,2012,Bangalore,17.21,7.0
Petrol,Hatchback,40304.0,Manual,2,Maruti,Maruti Celerio,2015,Bangalore,25.24,5.0
Diesel,SUV,80000.0,Automatic,1,Land Rover,Land Rover Freelander 2,2013,Bangalore,12.35,5.0
Petrol,Hatchback,56661.0,Manual,1,Maruti,Maruti Swift,2014,Bangalore,22.38,5.0
Petrol,Hatchback,90213.0,Manual,2,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Sedan,70000.0,Manual,3,Volkswagen,Volkswagen Vento,2010,Bangalore,15.04,5.0
Diesel,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2013,Bangalore,22.32,5.0
Petrol,SUV,10000.0,Manual,2,Nissan,Nissan Magnite,2021,Bangalore,18.75,5.0
Petrol,Hatchback,20739.0,Automatic,1,Honda,Honda Jazz,2021,Bangalore,17.1,5.0
Petrol,Hatchback,20000.0,Manual,2,Hyundai,Hyundai i20,2020,Bangalore,18.6,5.0
Petrol,Sedan,70000.0,Manual,1,Opel,OpelCorsa,2004,Bangalore,14.2,5.0
Petrol,SUV,10000.0,Automatic,1,Mahindra,Mahindra Thar,2021,Bangalore,15.2,4.0
Diesel,Sedan,60000.0,Manual,3,Chevrolet,Chevrolet Cruze,2009,Bangalore,18.3,5.0
Diesel,Hatchback,70000.0,Manual,1,Hyundai,Hyundai i20,2015,Bangalore,22.54,5.0
Petrol,Hatchback,47127.0,Manual,2,Hyundai,Hyundai i20,2015,Bangalore,18.6,5.0
Petrol,Hatchback,47038.0,Manual,1,Maruti,Maruti Swift,2017,Bangalore,20.4,5.0
Petrol,Sedan,120000.0,Manual,3,Honda,Honda City,2007,Bangalore,17.7,5.0
Petrol,Hatchback,40769.0,Manual,1,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Petrol,Hatchback,34757.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Hatchback,100000.0,Manual,3,Hyundai,Hyundai Santro Xing,2006,Bangalore,17.0,5.0
Petrol,Hatchback,88119.0,Automatic,2,Hyundai,Hyundai Grand i10,2016,Bangalore,18.9,5.0
Petrol,Hatchback,57176.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Hatchback,62223.0,Manual,2,Maruti,Maruti Swift,2015,Bangalore,22.38,5.0
Petrol,MUV,55000.0,Manual,1,Maruti,Maruti Ertiga,2018,Bangalore,19.34,7.0
Diesel,SUV,52000.0,Manual,1,Mahindra,Mahindra Scorpio,2020,Bangalore,,7.0
Petrol,Minivans,63251.0,Manual,1,Maruti,Maruti Eeco,2018,Bangalore,16.11,5.0
Petrol,Hatchback,20000.0,Manual,3,Hyundai,Hyundai i10,2010,Bangalore,20.36,5.0
Diesel,Sedan,60000.0,Manual,3,Chevrolet,Chevrolet Cruze,2009,Bangalore,18.3,5.0
Petrol,Sedan,80000.0,Manual,2,Ford,Ford Ikon,2004,Bangalore,14.2,5.0
Petrol,Hatchback,40000.0,Automatic,1,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Petrol,Hatchback,67444.0,Manual,1,Hyundai,Hyundai i20,2012,Bangalore,18.5,5.0
Petrol,Hatchback,63837.0,Automatic,2,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Diesel,MUV,61000.0,Manual,2,Mahindra,Mahindra Xylo,2012,Bangalore,14.0,7.0
Petrol,Hatchback,60777.0,Manual,1,Maruti,Maruti Swift,2016,Bangalore,22.38,5.0
Petrol,Hatchback,39248.0,Manual,2,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Hatchback,96198.0,Manual,1,Honda,Honda Brio,2015,Bangalore,19.4,5.0
Petrol,Sedan,50000.0,Automatic,2,Honda,Honda City,2013,Bangalore,16.8,5.0
Petrol,Hatchback,81207.0,Manual,3,Maruti,Maruti Wagon R,2015,Bangalore,20.51,5.0
Petrol,Hatchback,48148.0,Manual,1,Maruti,Maruti Swift,2021,Bangalore,22.38,5.0
Petrol,Hatchback,120000.0,Manual,1,Maruti,Maruti Celerio,2015,Bangalore,23.1,5.0
Diesel,Sedan,90000.0,Manual,3,Tata,Tata Zest,2018,Bangalore,20.65,5.0
Diesel,SUV,60000.0,Manual,2,Mahindra,Mahindra Thar,2017,Bangalore,18.06,7.0
Petrol,Sedan,120000.0,Manual,4,Fiat,Fiat Linea,2009,Bangalore,16.0,5.0
Petrol,Sedan,70000.0,Automatic,3,Honda,Honda New Accord,2008,Bangalore,11.7,5.0
Diesel,SUV,30000.0,Manual,1,Mahindra,Mahindra XUV300,2022,Bangalore,20.1,5.0
Diesel,SUV,120000.0,Manual,2,Nissan,Nissan Terrano,2013,Bangalore,19.01,5.0
Petrol,Hatchback,60000.0,Manual,2,Maruti,Maruti Alto 800,2014,Bangalore,22.74,5.0
Petrol,Hatchback,67245.0,Manual,1,Maruti,Maruti Swift,2015,Bangalore,22.38,5.0
Petrol,Sedan,30518.0,Automatic,2,Hyundai,Hyundai Verna,2018,Bangalore,17.0,5.0
Diesel,Sedan,102407.0,Manual,1,Maruti,Maruti Ciaz,2018,Bangalore,28.09,5.0
Petrol,Hatchback,53606.0,Manual,1,Hyundai,Hyundai i20,2015,Bangalore,18.6,5.0
Diesel,SUV,90000.0,Manual,1,Skoda,Skoda Yeti,2015,Bangalore,17.67,5.0
Petrol,Hatchback,44253.0,Manual,2,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Cng,Minivans,40000.0,Manual,1,Maruti,Maruti Eeco,2021,Bangalore,20.88,5.0
Petrol,Hatchback,34702.0,Manual,1,Tata,Tata Tiago,2021,Bangalore,19.01,5.0
Petrol,Hatchback,42762.0,Manual,1,Maruti,Maruti Swift,2012,Bangalore,22.38,5.0
Petrol,Hatchback,50000.0,Manual,2,Maruti,Maruti Alto K10,2015,Bangalore,23.95,5.0
Petrol,MUV,30000.0,Automatic,1,Renault,Renault Triber,2022,Bangalore,18.2,7.0
Diesel,SUV,80000.0,Automatic,2,Mahindra,Mahindra XUV500,2016,Bangalore,16.0,7.0
Cng,MUV,20000.0,Manual,1,Maruti,Maruti Ertiga,2022,Bangalore,26.11,7.0
Cng,Sedan,50000.0,Manual,2,Maruti,Maruti SX4,2014,Bangalore,22.1,5.0
Petrol,Sedan,40000.0,Manual,1,Maruti,Maruti Swift Dzire,2020,Bangalore,21.21,5.0
Petrol,Hatchback,10000.0,Manual,1,Maruti,Maruti Baleno,2020,Bangalore,21.01,5.0
Petrol,Hatchback,60000.0,Manual,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Hatchback,110000.0,Manual,4,Chevrolet,Chevrolet Spark,2008,Bangalore,18.0,5.0
Petrol,Hatchback,57459.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Hatchback,70381.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Diesel,Hatchback,90000.0,Manual,3,Volkswagen,Volkswagen Polo,2012,Bangalore,22.07,5.0
Petrol,Sedan,80648.0,Manual,1,Maruti,Maruti Ciaz,2020,Bangalore,20.65,5.0
Petrol,SUV,81853.0,Manual,2,Hyundai,Hyundai Creta,2016,Bangalore,13.0,5.0
Petrol,Hatchback,40000.0,Manual,1,Hyundai,Hyundai Santro Xing,2009,Bangalore,17.92,5.0
Petrol,Hatchback,90802.0,Manual,1,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Petrol,Hatchback,40000.0,Manual,1,Hyundai,Hyundai Santro Xing,2009,Bangalore,17.92,5.0
Petrol,Hatchback,16502.0,Manual,1,Hyundai,Hyundai Santro,2021,Bangalore,20.3,5.0
Petrol,Hatchback,31530.0,Manual,1,Maruti,Maruti Ignis,2021,Bangalore,20.89,5.0
Diesel,MUV,120000.0,Manual,2,Maruti,Maruti Ertiga,2017,Bangalore,24.52,7.0
Diesel,Hatchback,80000.0,Manual,2,Maruti,Maruti Swift,2015,Bangalore,25.2,5.0
Petrol,Sedan,71086.0,Automatic,1,Honda,Honda City,2014,Bangalore,18.0,5.0
Diesel,Hatchback,110000.0,Manual,2,Maruti,Maruti Ritz,2011,Bangalore,21.1,5.0
Petrol,Hatchback,18000.0,Automatic,1,Hyundai,Hyundai i20 N Line,2021,Bangalore,20.25,5.0
Petrol,Sedan,60000.0,Manual,2,Honda,Honda City,2014,Bangalore,17.4,5.0
Petrol,Hatchback,70000.0,Manual,2,Hyundai,Hyundai i10,2011,Bangalore,20.36,5.0
Petrol,Hatchback,25000.0,Automatic,4,Honda,Honda Jazz,2016,Bangalore,19.0,5.0
Petrol,Hatchback,69210.0,Manual,1,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Petrol,Hatchback,71165.0,Manual,2,Honda,Honda Jazz,2018,Bangalore,18.7,5.0
Petrol,SUV,10000.0,Automatic,1,BMW,BMW X7,2022,Bangalore,10.54,7.0
Diesel,Sedan,86543.0,Manual,3,Maruti,Maruti Swift Dzire,2010,Bangalore,19.3,5.0
Petrol,Hatchback,67225.0,Automatic,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Diesel,Hatchback,100000.0,Manual,3,Tata,Tata Indica V2,2017,Bangalore,25.0,5.0
Petrol,Hatchback,16247.0,Manual,1,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Petrol,Sedan,80000.0,Manual,2,Mahindra Renault,Mahindra Renault Logan,2007,Bangalore,15.7,5.0
Petrol,Hatchback,39481.0,Automatic,2,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Petrol,Hatchback,61227.0,Manual,2,Maruti,Maruti Celerio,2018,Bangalore,25.24,5.0
Petrol,Sedan,80000.0,Manual,4,Honda,Honda City,2006,Bangalore,17.7,5.0
Diesel,SUV,112521.0,Manual,1,Renault,Renault Duster,2016,Bangalore,19.01,5.0
Petrol,Sedan,20000.0,Automatic,1,Honda,Honda City,2021,Bangalore,18.3,5.0
Petrol,Sedan,60000.0,Manual,2,Volkswagen,Volkswagen Ameo,2016,Bangalore,17.0,5.0
Petrol,Hatchback,40000.0,Manual,2,Tata,Tata Tiago,2018,Bangalore,23.84,5.0
Diesel,SUV,50000.0,Manual,1,Renault,Renault Duster,2016,Bangalore,19.64,5.0
Electric,Hatchback,20000.0,Automatic,2,Mahindra,Mahindra e2o Plus,2017,Bangalore,,4.0
Petrol,Sedan,110000.0,Manual,2,Opel,OpelCorsa,2003,Bangalore,13.8,5.0
Petrol,Hatchback,63359.0,Manual,2,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Diesel,Hatchback,125227.0,Manual,2,Hyundai,Hyundai i20,2017,Bangalore,22.54,5.0
Diesel,Hatchback,100000.0,Manual,2,Volkswagen,Volkswagen Polo,2012,Bangalore,22.07,5.0
Diesel,Hatchback,71884.0,Manual,2,Maruti,Maruti Swift,2015,Bangalore,25.2,5.0
Petrol,Hatchback,79059.0,Manual,2,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Petrol,Hatchback,80000.0,Manual,2,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Hatchback,69124.0,Manual,1,Maruti,Maruti Swift,2013,Bangalore,22.38,5.0
Diesel,MUV,120000.0,Manual,4,Toyota,Toyota Innova,2012,Bangalore,12.99,8.0
Petrol,Hatchback,73340.0,Manual,1,Maruti,Maruti Ritz,2010,Bangalore,18.5,5.0
Petrol,Hatchback,44268.0,Manual,2,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Hatchback,10000.0,Manual,1,Citroen,Citroen C3,2022,Bangalore,19.3,5.0
Petrol,Hatchback,60000.0,Manual,1,Honda,Honda Jazz,2018,Bangalore,18.7,5.0
Petrol,Sedan,30000.0,Manual,1,Honda,Honda City,2020,Bangalore,18.6,5.0
Petrol,Sedan,50000.0,Manual,1,Maruti,Maruti Ciaz,2017,Bangalore,20.73,5.0
Petrol,Hatchback,80000.0,Manual,2,Tata,Tata Nano,2011,Bangalore,26.0,4.0
Diesel,SUV,70000.0,Manual,2,Renault,Renault Duster,2014,Bangalore,19.01,5.0
Diesel,Sedan,120000.0,Manual,2,Maruti,Maruti Swift Dzire,2009,Bangalore,19.3,5.0
Diesel,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2012,Bangalore,12.99,7.0
Petrol,Sedan,20000.0,Automatic,2,Honda,Honda Amaze,2020,Bangalore,18.3,5.0
Diesel,SUV,37354.0,Automatic,1,Kia,Kia Seltos,2020,Bangalore,17.8,5.0
Diesel,SUV,80426.0,Manual,2,Mahindra,Mahindra XUV500,2014,Bangalore,15.1,7.0
Petrol,Sedan,89801.0,Manual,1,Maruti,Maruti Ciaz,2016,Bangalore,20.73,5.0
Petrol,Sedan,120000.0,Manual,4,Opel,OpelCorsa,2004,Bangalore,14.2,5.0
Petrol,Hatchback,69199.0,Manual,2,Hyundai,Hyundai Grand i10,2019,Bangalore,18.9,5.0
Petrol,Hatchback,78249.0,Manual,3,Maruti,Maruti Swift,2012,Bangalore,22.38,5.0
Petrol,Hatchback,29905.0,Manual,1,Maruti,Maruti Swift,2021,Bangalore,22.38,5.0
Petrol,Hatchback,60442.0,Manual,2,Honda,Honda Jazz,2017,Bangalore,18.7,5.0
Diesel,SUV,66463.0,Manual,1,Renault,Renault Duster,2014,Bangalore,20.45,5.0
Petrol,Sedan,40844.0,Automatic,1,Skoda,Skoda Rapid,2020,Bangalore,16.24,5.0
Petrol,Hatchback,62696.0,Manual,1,Volkswagen,Volkswagen Polo,2021,Bangalore,,5.0
Petrol,Hatchback,30000.0,Automatic,1,Maruti,Maruti Swift,2021,Bangalore,21.21,5.0
Petrol,Sedan,44000.0,Manual,1,Ford,Ford Aspire,2017,Bangalore,18.16,5.0
Petrol,Hatchback,70000.0,Manual,2,Hyundai,Hyundai i20,2012,Bangalore,18.5,5.0
Diesel,Hatchback,120000.0,Manual,1,Tata,Tata Indica V2,2012,Bangalore,25.0,5.0
Diesel,Sedan,120000.0,Manual,4,Hyundai,Hyundai Verna,2012,Bangalore,22.32,5.0
Petrol,Sedan,40000.0,Manual,1,Maruti,Maruti Swift Dzire,2020,Bangalore,21.21,5.0
Diesel,SUV,80000.0,Manual,1,Kia,Kia Sonet,2021,Bangalore,,5.0
Petrol,Hatchback,79415.0,Manual,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Diesel,Sedan,88411.0,Automatic,1,Maruti,Maruti Swift Dzire,2017,Bangalore,26.59,5.0
Diesel,Sedan,120000.0,Manual,4,Volkswagen,Volkswagen Vento,2011,Bangalore,20.54,5.0
Diesel,Hatchback,106516.0,Manual,1,Maruti,Maruti Swift,2012,Bangalore,22.9,5.0
Diesel,Hatchback,88509.0,Manual,2,Maruti,Maruti Swift,2015,Bangalore,25.2,5.0
Diesel,SUV,120000.0,Manual,1,Mahindra,Mahindra XUV500,2015,Bangalore,15.1,7.0
Petrol,Sedan,80000.0,Manual,2,Ford,Ford Ikon,2004,Bangalore,14.2,5.0
Petrol,Hatchback,44437.0,Manual,1,Maruti,Maruti Swift,2013,Bangalore,22.38,5.0
Diesel,Hatchback,83731.0,Manual,2,Hyundai,Hyundai i20,2015,Bangalore,22.54,5.0
Petrol,Sedan,80000.0,Manual,2,Ford,Ford Ikon,2004,Bangalore,14.2,5.0
Diesel,SUV,77000.0,Manual,1,Mahindra,Mahindra Bolero Power Plus,2018,Bangalore,16.5,7.0
Petrol,SUV,23000.0,Automatic,2,MG,MG Hector,2020,Bangalore,,5.0
Diesel,Hatchback,110000.0,Manual,3,Ford,Ford Figo,2012,Bangalore,20.0,5.0
Petrol,Hatchback,30000.0,Automatic,1,Maruti,Maruti Wagon R,2022,Bangalore,20.52,5.0
Diesel,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2006,Bangalore,12.8,7.0
Petrol,Sedan,60000.0,Manual,2,Tata,Tata Manza,2011,Bangalore,13.7,5.0
Petrol,Hatchback,80000.0,Manual,1,Maruti,Maruti Baleno,2018,Bangalore,21.4,5.0
Petrol,Hatchback,110000.0,Manual,4,Tata,Tata Nano,2011,Bangalore,26.0,4.0
Petrol,Sedan,70000.0,Automatic,5,Skoda,Skoda Superb,2010,Bangalore,12.6,5.0
Petrol,Sedan,45621.0,Manual,1,Maruti,Maruti Ciaz,2018,Bangalore,21.56,5.0
Diesel,SUV,38199.0,Manual,2,Renault,Renault Captur,2018,Bangalore,20.37,5.0
Petrol,Sedan,90000.0,Manual,3,Maruti,Maruti Esteem,2004,Bangalore,15.9,5.0
Petrol,Hatchback,91660.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Sedan,51947.0,Manual,2,Honda,Honda City,2015,Bangalore,17.4,5.0
Diesel,MUV,80000.0,Manual,2,Tata,Tata Hexa,2018,Bangalore,17.6,7.0
Diesel,SUV,76836.0,Manual,2,Maruti,Maruti SX4 S Cross,2016,Bangalore,23.65,5.0
Petrol,Hatchback,27000.0,Automatic,2,Honda,Honda Brio,2015,Bangalore,16.5,5.0
Petrol,Sedan,33222.0,Automatic,1,Hyundai,Hyundai Verna,2017,Bangalore,17.0,5.0
Petrol,Hatchback,47333.0,Manual,1,Hyundai,Hyundai i10,2013,Bangalore,19.81,5.0
Petrol,Hatchback,20000.0,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,Bangalore,20.7,5.0
Petrol,Sedan,46000.0,Manual,1,Hyundai,Hyundai Verna,2017,Bangalore,17.01,5.0
Diesel,MUV,68000.0,Manual,1,Toyota,Toyota Innova,2012,Bangalore,12.99,7.0
Petrol,Hatchback,40000.0,Manual,2,Nissan,Nissan Micra Active,2015,Bangalore,19.69,5.0
Petrol,Sedan,80000.0,Manual,1,Ford,Ford Fiesta,2010,Bangalore,15.3,5.0
Petrol,Hatchback,90000.0,Manual,4,Hyundai,Hyundai i10,2010,Bangalore,19.81,5.0
Diesel,Hatchback,80000.0,Manual,1,Maruti,Maruti Swift,2014,Bangalore,25.2,5.0
Diesel,Sedan,150000.0,Manual,2,Hyundai,Hyundai Verna,2012,Bangalore,22.32,5.0
Petrol,SUV,20000.0,Manual,1,Tata,Tata Nexon,2022,Bangalore,17.57,5.0
Petrol,SUV,43791.0,Automatic,1,Ford,Ford Ecosport,2016,Bangalore,15.63,5.0
Petrol,Hatchback,87660.0,Automatic,1,Maruti,Maruti Swift,2018,Bangalore,22.56,5.0
Diesel,SUV,90000.0,Automatic,5,Mahindra,Mahindra XUV500,2016,Bangalore,16.0,7.0
Petrol,Hatchback,71938.0,Manual,3,Hyundai,Hyundai Santro Xing,2011,Bangalore,17.92,5.0
Petrol,Sedan,104938.0,Manual,2,Hyundai,Hyundai Verna,2013,Bangalore,17.01,5.0
Petrol,Sedan,30000.0,Manual,1,Honda,Honda City,2020,Bangalore,17.4,5.0
Petrol,Sedan,124707.0,Manual,2,Skoda,Skoda Rapid,2017,Bangalore,15.41,5.0
Diesel,Hatchback,70000.0,Manual,2,Volkswagen,Volkswagen Polo,2012,Bangalore,22.07,5.0
Petrol,SUV,88556.0,Manual,1,Hyundai,Hyundai Creta,2017,Bangalore,13.0,5.0
Diesel,SUV,48743.0,Manual,1,Ford,Ford Ecosport,2017,Bangalore,22.77,5.0
Petrol,Sedan,100000.0,Manual,2,Skoda,Skoda Superb,2012,Bangalore,13.7,5.0
Diesel,SUV,120000.0,Manual,4,Mahindra,Mahindra XUV500,2012,Bangalore,15.1,7.0
Diesel,SUV,70000.0,Manual,2,Mahindra,Mahindra TUV 300,2016,Bangalore,18.49,7.0
Petrol,Sedan,90000.0,Manual,2,Skoda,Skoda Superb,2012,Bangalore,13.7,5.0
Diesel,Pickup Trucks,70000.0,Manual,1,Mahindra,Mahindra Bolero Camper,2019,Bangalore,,5.0
Diesel,Hatchback,120000.0,Manual,1,Fiat,Fiat Punto,2014,Bangalore,20.3,5.0
Petrol,Hatchback,20000.0,Manual,1,Hyundai,Hyundai i20,2020,Bangalore,18.6,5.0
Petrol,Hatchback,50000.0,Manual,2,Hyundai,Hyundai EON,2012,Bangalore,21.1,5.0
Petrol,SUV,51338.0,Manual,1,Honda,Honda WR-V,2018,Bangalore,17.5,5.0
Petrol,SUV,97334.0,Manual,1,Hyundai,Hyundai Creta,2017,Bangalore,15.29,5.0
Petrol,Hatchback,20000.0,Manual,1,Hyundai,Hyundai i20,2020,Bangalore,18.6,5.0
Petrol,SUV,53031.0,Manual,2,Hyundai,Hyundai Creta,2016,Bangalore,13.0,5.0
Petrol,SUV,51580.0,Manual,2,Hyundai,Hyundai Creta,2016,Bangalore,13.0,5.0
Petrol,Hatchback,23920.0,Manual,1,Maruti,Maruti S-Presso,2020,Bangalore,21.7,5.0
Diesel,SUV,65000.0,Automatic,1,Hyundai,Hyundai Creta,2018,Bangalore,17.01,5.0
Petrol,Hatchback,66434.0,Manual,2,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Petrol,SUV,54097.0,Manual,1,Honda,Honda WR-V,2017,Bangalore,17.5,5.0
Petrol,Hatchback,27655.0,Automatic,1,Toyota,Toyota Glanza,2021,Bangalore,19.56,5.0
Petrol,SUV,10000.0,Manual,1,Kia,Kia Seltos,2022,Bangalore,16.8,5.0
Diesel,SUV,70000.0,Automatic,2,Hyundai,Hyundai Creta,2019,Bangalore,17.6,5.0
Diesel,Sedan,150000.0,Manual,3,Hyundai,Hyundai Elantra,2007,Bangalore,14.9,5.0
Petrol,SUV,10000.0,Manual,2,Kia,Kia Sonet,2021,Bangalore,18.2,5.0
Diesel,Sedan,110000.0,Manual,3,Honda,Honda City,2016,Bangalore,26.0,5.0
Petrol,Minivans,30000.0,Manual,1,Maruti,Maruti Eeco,2020,Bangalore,16.11,7.0
Petrol,SUV,14338.0,Manual,2,Honda,Honda WR-V,2017,Bangalore,17.5,5.0
Petrol,Minivans,30000.0,Manual,1,Maruti,Maruti Eeco,2020,Bangalore,16.11,7.0
Petrol,Hatchback,73799.0,Manual,2,Maruti,Maruti Wagon R,2011,Bangalore,18.9,5.0
