Fuel_Type,Body_Type,Kilometers_Driven,Transmission,Owner_Count,Brand,model,Model_Year,Location,mileage,Number_of_Seats
Petrol,SUV,39139.0,Automatic,1,Mahindra,Mahindra XUV300,2021,Bangalore,16.5,5.0
Petrol,SUV,20000.0,Manual,1,Hyundai,Hyundai Venue,2020,Bangalore,17.52,5.0
Petrol,Hatchback,89633.0,Manual,2,Hyundai,Hyundai EON,2014,Bangalore,21.1,5.0
Diesel,SUV,70000.0,Automatic,3,BMW,BMW X1,2011,Bangalore,17.05,5.0
Petrol,MUV,16826.0,Manual,2,Maruti,Maruti Ertiga,2017,Bangalore,20.51,7.0
Petrol,Hatchback,25133.0,Manual,2,Maruti,Maruti Ignis,2017,Bangalore,20.89,5.0
Petrol,Hatchback,80000.0,Manual,1,Maruti,Maruti Alto 800,2018,Bangalore,24.7,5.0
Diesel,MUV,90000.0,Manual,1,Toyota,Toyota Innova,2014,Bangalore,12.99,8.0
Diesel,MUV,90000.0,Manual,1,Toyota,Toyota Innova,2014,Bangalore,12.99,8.0
Petrol,SUV,70000.0,Manual,2,Mahindra,Mahindra XUV300,2019,Bangalore,17.0,5.0
Petrol,Hatchback,20000.0,Manual,2,Hyundai,Hyundai Santro Xing,2006,Bangalore,,5.0
Petrol,SUV,10000.0,Manual,1,Nissan,Nissan Magnite,2021,Bangalore,18.75,5.0
Petrol,Hatchback,20000.0,Manual,2,Datsun,Datsun RediGO,2019,Bangalore,22.7,5.0
Diesel,SUV,34990.0,Manual,1,Kia,Kia Sonet,2020,Bangalore,,5.0
Petrol,Hatchback,33210.0,Automatic,1,Maruti,Maruti Celerio,2016,Bangalore,23.1,5.0
Diesel,Sedan,80000.0,Manual,2,Hyundai,Hyundai Verna,2020,Bangalore,22.0,5.0
Petrol,Hatchback,28051.0,Automatic,2,Maruti,Maruti Celerio,2015,Bangalore,26.68,5.0
Petrol,MUV,22280.0,Automatic,1,Kia,Kia Carens,2022,Bangalore,16.5,6.0
Diesel,Hatchback,120000.0,Manual,2,Maruti,Maruti Swift,2007,Bangalore,17.8,5.0
Petrol,Hatchback,21193.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Sedan,120000.0,Automatic,2,Skoda,Skoda Superb,2010,Bangalore,12.0,5.0
Petrol,Hatchback,7150.0,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,Bangalore,20.7,5.0
Petrol,Hatchback,13262.0,Manual,1,Tata,Tata Tiago,2016,Bangalore,23.84,5.0
Diesel,Sedan,100000.0,Manual,3,Chevrolet,Chevrolet Cruze,2012,Bangalore,17.3,5.0
Diesel,SUV,100000.0,Automatic,4,BMW,BMW X3,2012,Bangalore,16.09,5.0
Petrol,Hatchback,100000.0,Manual,2,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Diesel,MUV,90000.0,Manual,1,Chevrolet,Chevrolet Enjoy,2014,Bangalore,18.2,7.0
Petrol,SUV,40000.0,Automatic,2,Tata,Tata Nexon,2018,Bangalore,17.0,5.0
Diesel,Hatchback,50000.0,Manual,2,Hyundai,Hyundai i20,2013,Bangalore,21.9,5.0
Petrol,Hatchback,50000.0,Manual,3,Tata,Tata Nano,2015,Bangalore,25.4,4.0
Petrol,Hatchback,50000.0,Manual,3,Hyundai,Hyundai Santro Xing,2008,Bangalore,17.92,5.0
Petrol,MUV,61902.0,Manual,1,Renault,Renault Triber,2019,Bangalore,20.0,7.0
Petrol,Hatchback,38396.0,Automatic,1,Datsun,Datsun RediGO,2018,Bangalore,23.0,5.0
Petrol,Sedan,30000.0,Manual,3,Honda,Honda City,2004,Bangalore,12.8,5.0
Petrol,SUV,7561.0,Manual,1,Kia,Kia Sonet,2022,Bangalore,18.2,5.0
Petrol,Hatchback,30000.0,Manual,1,Hyundai,Hyundai EON,2017,Bangalore,21.1,5.0
Petrol,Sedan,6731.0,Manual,1,Skoda,Skoda Slavia,2022,Bangalore,19.47,5.0
Petrol,SUV,20000.0,Manual,1,Jeep,Jeep Compass,2019,Bangalore,16.0,5.0
Petrol,Hatchback,55567.0,Automatic,1,Maruti,Maruti Swift,2018,Bangalore,21.21,5.0
Petrol,SUV,48938.0,Automatic,2,Renault,Renault Kiger,2021,Bangalore,18.24,5.0
Diesel,Hatchback,80000.0,Manual,2,Maruti,Maruti Swift,2017,Bangalore,28.4,5.0
Diesel,SUV,80000.0,Manual,1,Renault,Renault Duster,2013,Bangalore,19.01,5.0
Petrol,Hatchback,10000.0,Manual,1,Ford,Ford Figo,2010,Bangalore,15.6,5.0
Petrol,SUV,10000.0,Manual,1,Kia,Kia Seltos,2022,Bangalore,16.8,5.0
Petrol,Hatchback,60000.0,Manual,2,Tata,Tata Tiago,2016,Bangalore,23.84,5.0
Petrol,Sedan,71545.0,Automatic,1,Ford,Ford Aspire,2015,Bangalore,17.01,5.0
Petrol,Hatchback,60000.0,Manual,1,Hyundai,Hyundai Santro Xing,2007,Bangalore,,5.0
Diesel,SUV,80000.0,Automatic,2,Mahindra,Mahindra TUV 300,2016,Bangalore,18.49,7.0
Cng,Minivans,120000.0,Manual,5,Maruti,Maruti Omni,2015,Bangalore,10.9,8.0
Petrol,SUV,60000.0,Manual,1,Kia,Kia Seltos,2020,Bangalore,16.8,5.0
Petrol,Hatchback,56577.0,Automatic,1,Hyundai,Hyundai Grand i10,2016,Bangalore,18.9,5.0
Petrol,SUV,56974.0,Automatic,2,Hyundai,Hyundai Creta,2018,Bangalore,13.0,5.0
Petrol,SUV,10000.0,Manual,1,Hyundai,Hyundai Venue,2021,Bangalore,18.0,5.0
Petrol,Hatchback,40344.0,Manual,1,Hyundai,Hyundai i20,2013,Bangalore,18.5,5.0
Diesel,SUV,36216.0,Manual,3,Ford,Ford Ecosport,2018,Bangalore,23.0,5.0
Petrol,Hatchback,10000.0,Automatic,1,Renault,Renault KWID,2022,Bangalore,22.0,5.0
Petrol,SUV,45965.0,Manual,2,Hyundai,Hyundai Creta,2017,Bangalore,15.29,5.0
Petrol,Sedan,74982.0,Automatic,1,Honda,Honda City,2016,Bangalore,18.0,5.0
Petrol,SUV,21925.0,Automatic,1,Tata,Tata Nexon,2020,Bangalore,17.0,5.0
Diesel,Sedan,120000.0,Automatic,1,Skoda,Skoda Rapid,2015,Bangalore,21.66,5.0
Petrol,Sedan,70000.0,Manual,2,Honda,Honda City,2010,Bangalore,17.0,5.0
Diesel,Sedan,80000.0,Manual,3,Honda,Honda Amaze,2014,Bangalore,25.8,5.0
Petrol,Hatchback,90000.0,Manual,2,Maruti,Maruti Swift,2009,Bangalore,16.1,5.0
Petrol,SUV,20000.0,Manual,1,Nissan,Nissan Magnite,2021,Bangalore,18.75,5.0
Diesel,SUV,50000.0,Automatic,1,Mahindra,Mahindra Thar,2021,Bangalore,,4.0
Petrol,SUV,10000.0,Manual,1,Nissan,Nissan Magnite,2021,Bangalore,18.75,5.0
Petrol,Hatchback,80000.0,Manual,4,Hyundai,Hyundai i10,2010,Bangalore,20.36,5.0
Diesel,MUV,50000.0,Manual,1,Mahindra,Mahindra Marazzo,2019,Bangalore,17.3,7.0
Petrol,Hatchback,50406.0,Manual,1,Maruti,Maruti Alto 800,2015,Bangalore,22.05,5.0
Petrol,Hatchback,26483.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Diesel,Hatchback,80000.0,Manual,2,Tata,Tata Indica V2,2015,Bangalore,25.0,5.0
Petrol,SUV,12104.0,Manual,1,Mahindra,Mahindra KUV 100,2018,Bangalore,18.15,6.0
Petrol,Hatchback,23721.0,Automatic,1,Honda,Honda Jazz,2021,Bangalore,17.1,5.0
Diesel,Hatchback,80000.0,Manual,1,Ford,Ford Figo,2012,Bangalore,20.0,5.0
Petrol,Hatchback,8212.0,Manual,1,Maruti,Maruti S-Presso,2022,Bangalore,21.7,5.0
Diesel,Sedan,80000.0,Automatic,3,Skoda,Skoda Superb,2011,Bangalore,11.9,5.0
Petrol,Hatchback,9358.0,Automatic,1,Maruti,Maruti Baleno,2021,Bangalore,21.4,5.0
Petrol,Sedan,62011.0,Manual,1,Maruti,Maruti Swift Dzire,2016,Bangalore,22.41,5.0
Diesel,Sedan,120000.0,Manual,2,Tata,Tata Indigo,2011,Bangalore,17.0,5.0
Petrol,Sedan,90000.0,Automatic,2,Jaguar,Jaguar XJ,2011,Bangalore,10.5,4.0
Petrol,Sedan,90000.0,Automatic,2,Jaguar,Jaguar XJ,2011,Bangalore,10.5,4.0
Diesel,Hatchback,50000.0,Manual,1,Ford,Ford Figo,2013,Bangalore,20.0,5.0
Diesel,Hatchback,100000.0,Manual,2,Skoda,Skoda Fabia,2010,Bangalore,19.4,5.0
Diesel,SUV,100000.0,Manual,1,Tata,Tata Sumo,2008,Bangalore,14.4,8.0
Diesel,Sedan,120000.0,Manual,5,Mitsubishi,Mitsubishi Lancer,2002,Bangalore,14.8,5.0
Petrol,Sedan,50000.0,Manual,2,Honda,Honda Amaze,2015,Bangalore,18.0,5.0
Petrol,Hatchback,10000.0,Manual,1,Renault,Renault KWID,2022,Bangalore,21.74,5.0
Petrol,Hatchback,38771.0,Manual,1,Hyundai,Hyundai Grand i10,2019,Bangalore,18.9,5.0
Petrol,Hatchback,42174.0,Automatic,1,Maruti,Maruti Celerio X,2018,Bangalore,21.63,5.0
Diesel,Sedan,120000.0,Manual,1,Tata,Tata Indigo,2017,Bangalore,19.09,5.0
Petrol,Hatchback,43199.0,Manual,1,Renault,Renault KWID,2017,Bangalore,23.01,5.0
Diesel,SUV,65000.0,Manual,2,Mahindra,Mahindra XUV500,2014,Bangalore,15.1,7.0
Petrol,Hatchback,20000.0,Manual,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Hatchback,10155.0,Manual,2,Renault,Renault KWID,2019,Bangalore,22.25,5.0
Petrol,Hatchback,110654.0,Manual,2,Hyundai,Hyundai Santro Xing,2006,Bangalore,,5.0
Petrol,Hatchback,50704.0,Manual,1,Maruti,Maruti Swift,2020,Bangalore,21.21,5.0
Petrol,Hatchback,34725.0,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,Bangalore,20.7,5.0
Diesel,SUV,90000.0,Manual,2,Mahindra,Mahindra XUV500,2013,Bangalore,15.1,7.0
Petrol,Hatchback,30000.0,Manual,1,Hyundai,Hyundai i10,2011,Bangalore,19.81,5.0
Diesel,Hatchback,60000.0,Manual,1,Tata,Tata Tiago,2016,Bangalore,27.28,5.0
Diesel,Sedan,120000.0,Manual,2,Nissan,Nissan Sunny,2013,Bangalore,21.64,5.0
Petrol,Sedan,80000.0,Manual,2,Ford,Ford Ikon,2004,Bangalore,14.2,5.0
Petrol,Sedan,60000.0,Manual,1,Hyundai,Hyundai Accent,2009,Bangalore,13.2,5.0
Petrol,Hatchback,57709.0,Manual,1,Maruti,Maruti Wagon R,2008,Bangalore,18.9,5.0
Petrol,SUV,20000.0,Manual,1,Mahindra,Mahindra Thar,2022,Bangalore,15.2,4.0
Petrol,Hatchback,90000.0,Manual,1,Hyundai,Hyundai i10,2010,Bangalore,20.36,5.0
Diesel,SUV,26224.0,Manual,2,Mahindra,Mahindra XUV500,2016,Bangalore,16.0,7.0
Petrol,Sedan,32196.0,Manual,2,Honda,Honda City,2016,Bangalore,17.8,5.0
Diesel,MUV,120000.0,Manual,1,Maruti,Maruti Ertiga,2016,Bangalore,24.52,7.0
Petrol,Hatchback,56672.0,Manual,3,Hyundai,Hyundai i20,2017,Bangalore,18.6,5.0
Petrol,Hatchback,21226.0,Manual,1,Maruti,Maruti S-Presso,2020,Bangalore,21.7,5.0
Diesel,SUV,105000.0,Manual,2,Toyota,Toyota Fortuner,2010,Bangalore,11.5,7.0
Petrol,Hatchback,10346.0,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Bangalore,20.7,5.0
Petrol,Sedan,30000.0,Automatic,3,Maruti,Maruti Swift Dzire,2020,Bangalore,22.61,5.0
Petrol,Hatchback,16679.0,Manual,1,Maruti,Maruti Alto 800,2021,Bangalore,22.05,5.0
Petrol,Hatchback,15437.0,Manual,2,Maruti,Maruti Celerio,2016,Bangalore,25.24,5.0
Petrol,MUV,40000.0,Manual,1,Renault,Renault Triber,2019,Bangalore,20.0,7.0
Petrol,SUV,30000.0,Automatic,2,Hyundai,Hyundai Venue,2019,Bangalore,18.15,5.0
Diesel,Sedan,90000.0,Manual,1,Hyundai,Hyundai Elantra,2014,Bangalore,22.7,5.0
Diesel,Sedan,110000.0,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2013,Bangalore,15.8,5.0
Petrol,SUV,20000.0,Manual,1,Skoda,Skoda Kushaq,2022,Bangalore,18.09,5.0
Petrol,Minivans,10000.0,Manual,1,Maruti,Maruti Eeco,2021,Bangalore,16.11,7.0
Petrol,SUV,110000.0,Manual,3,Honda,Honda CR-V,2005,Bangalore,11.1,5.0
Petrol,Hatchback,50000.0,Manual,1,Datsun,Datsun RediGO,2020,Bangalore,21.7,5.0
Petrol,Hatchback,15017.0,Manual,1,Honda,Honda Jazz,2017,Bangalore,18.7,5.0
Petrol,Hatchback,75283.0,Manual,1,Maruti,Maruti Wagon R,2013,Bangalore,18.9,5.0
Petrol,Hatchback,14516.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Hatchback,53627.0,Automatic,1,Maruti,Maruti Baleno,2019,Bangalore,21.4,5.0
Petrol,Sedan,20000.0,Manual,1,Tata,Tata Tigor,2021,Bangalore,19.28,5.0
Petrol,Hatchback,5083.0,Automatic,2,Renault,Renault KWID,2019,Bangalore,23.01,5.0
Diesel,SUV,100000.0,Manual,2,Mahindra,Mahindra TUV 300,2016,Bangalore,18.49,7.0
Petrol,Sedan,50666.0,Automatic,1,Honda,Honda City,2017,Bangalore,18.0,5.0
Petrol,SUV,16962.0,Manual,1,Tata,Tata Nexon,2022,Bangalore,17.57,5.0
Petrol,Hatchback,10000.0,Manual,1,Volkswagen,Volkswagen Polo,2019,Bangalore,18.78,5.0
Petrol,Hatchback,70446.0,Automatic,1,Volkswagen,Volkswagen Polo,2017,Bangalore,17.21,5.0
Petrol,Hatchback,60528.0,Automatic,2,Volkswagen,Volkswagen Polo,2017,Bangalore,17.21,5.0
Petrol,SUV,7132.0,Manual,1,Volkswagen,Volkswagen Taigun,2021,Bangalore,20.08,5.0
Diesel,Sedan,100000.0,Manual,5,Ford,Ford Fiesta,2009,Bangalore,17.8,5.0
Diesel,Hatchback,120000.0,Manual,3,Tata,Tata Indica V2,2015,Bangalore,17.88,5.0
Petrol,Hatchback,21280.0,Manual,1,Hyundai,Hyundai i20,2018,Bangalore,18.6,5.0
Petrol,SUV,82021.0,Automatic,1,Ford,Ford Ecosport,2017,Bangalore,15.63,5.0
Petrol,SUV,18998.0,Manual,1,Tata,Tata Nexon,2023,Bangalore,17.33,5.0
Petrol,Hatchback,57644.0,Manual,2,Maruti,Maruti S-Presso,2020,Bangalore,21.7,5.0
Petrol,Hatchback,51286.0,Manual,2,Maruti,Maruti Alto 800,2018,Bangalore,24.7,5.0
Diesel,SUV,120000.0,Manual,1,Mahindra,Mahindra Quanto,2012,Bangalore,17.21,7.0
Petrol,Hatchback,27937.0,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,Bangalore,20.7,5.0
Diesel,SUV,64000.0,Manual,2,Renault,Renault Duster,2013,Bangalore,20.45,5.0
Petrol,SUV,40031.0,Manual,2,Ford,Ford Ecosport,2017,Bangalore,15.85,5.0
Petrol,Hatchback,47619.0,Manual,2,Maruti,Maruti Alto 800,2017,Bangalore,22.05,5.0
Petrol,Hatchback,90000.0,Manual,5,Hyundai,Hyundai i20,2009,Bangalore,17.0,5.0
Petrol,SUV,20000.0,Automatic,1,Toyota,Toyota Urban cruiser,2022,Bangalore,18.76,5.0
Petrol,SUV,20000.0,Manual,1,Toyota,Toyota Urban cruiser,2022,Bangalore,17.03,5.0
Petrol,Hatchback,70000.0,Manual,3,Hyundai,Hyundai i10,2010,Bangalore,20.36,5.0
Diesel,Sedan,110000.0,Manual,3,Maruti,Maruti SX4,2011,Bangalore,21.5,5.0
Petrol,Hatchback,40000.0,Manual,3,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Diesel,Sedan,100000.0,Manual,3,Nissan,Nissan Sunny,2012,Bangalore,21.64,5.0
Diesel,SUV,10000.0,Automatic,4,BMW,BMW X3,2013,Bangalore,16.55,5.0
Petrol,Hatchback,60000.0,Manual,4,Hyundai,Hyundai EON,2017,Bangalore,21.1,5.0
Petrol,SUV,24000.0,Automatic,1,Mahindra,Mahindra Thar,2021,Bangalore,,4.0
Petrol,SUV,30535.0,Manual,2,Hyundai,Hyundai Venue,2020,Bangalore,18.0,5.0
Petrol,Hatchback,20229.0,Manual,2,Maruti,Maruti Alto K10,2017,Bangalore,23.95,5.0
Petrol,Hatchback,35800.0,Manual,1,Maruti,Maruti Celerio,2018,Bangalore,21.63,5.0
Petrol,Hatchback,11453.0,Manual,1,Maruti,Maruti Wagon R,2021,Bangalore,20.52,5.0
Petrol,Hatchback,35410.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Hatchback,50000.0,Manual,1,Maruti,Maruti Alto,2009,Bangalore,19.7,5.0
Petrol,Hatchback,49948.0,Automatic,1,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Diesel,Hatchback,77000.0,Manual,2,Volkswagen,Volkswagen Polo,2014,Bangalore,22.07,5.0
Petrol,Hatchback,48285.0,Manual,1,Hyundai,Hyundai i20,2017,Bangalore,18.6,5.0
Petrol,Hatchback,19062.0,Manual,1,Renault,Renault KWID,2021,Bangalore,21.74,5.0
Petrol,Hatchback,70000.0,Automatic,2,Hyundai,Hyundai i10,2011,Bangalore,16.95,5.0
Petrol,Hatchback,10000.0,Manual,1,Citroen,Citroen C3,2022,Bangalore,19.3,5.0
Petrol,Hatchback,80000.0,Manual,3,Volkswagen,Volkswagen Polo,2014,Bangalore,16.47,5.0
Petrol,Hatchback,80000.0,Manual,2,Fiat,Fiat Palio,2007,Bangalore,15.5,5.0
Petrol,Sedan,87000.0,Manual,1,Toyota,Toyota Etios,2011,Bangalore,17.6,5.0
Diesel,Sedan,80000.0,Automatic,1,Volkswagen,Volkswagen Vento,2016,Bangalore,22.15,5.0
Petrol,Hatchback,110000.0,Manual,2,Maruti,Maruti Wagon R,2010,Bangalore,18.9,5.0
Petrol,Sedan,90000.0,Automatic,3,Honda,Honda City,2009,Bangalore,16.8,5.0
Petrol,Hatchback,30000.0,Automatic,1,Maruti,Maruti Swift,2019,Bangalore,21.21,5.0
Petrol,Hatchback,56276.0,Manual,1,Maruti,Maruti Alto K10,2016,Bangalore,23.95,5.0
Petrol,Hatchback,27103.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Diesel,Hatchback,80000.0,Manual,2,Ford,Ford Figo,2011,Bangalore,20.0,5.0
Petrol,Hatchback,46507.0,Automatic,1,Maruti,Maruti Ignis,2017,Bangalore,20.89,5.0
Petrol,Hatchback,30000.0,Manual,1,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Petrol,Sedan,39070.0,Manual,1,Maruti,Maruti Swift Dzire,2017,Bangalore,21.21,5.0
Diesel,Sedan,120000.0,Manual,1,Toyota,Toyota Etios,2019,Bangalore,23.59,5.0
Petrol,Hatchback,22438.0,Manual,1,Maruti,Maruti Baleno,2020,Bangalore,21.01,5.0
Petrol,Hatchback,21225.0,Automatic,2,Maruti,Maruti Baleno,2020,Bangalore,21.4,5.0
Petrol,Hatchback,28737.0,Automatic,1,Honda,Honda Jazz,2019,Bangalore,18.2,5.0
Petrol,SUV,20000.0,Manual,1,Renault,Renault Kiger,2021,Bangalore,20.5,5.0
Diesel,Hatchback,30000.0,Manual,1,Hyundai,Hyundai i20,2019,Bangalore,22.54,5.0
Petrol,Hatchback,70000.0,Manual,3,Chevrolet,Chevrolet Spark,2009,Bangalore,18.0,5.0
Diesel,Sedan,120000.0,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2010,Bangalore,14.84,5.0
Petrol,Hatchback,80000.0,Manual,2,Hyundai,Hyundai i20,2012,Bangalore,18.5,5.0
Diesel,Hatchback,100000.0,Manual,2,Volkswagen,Volkswagen Polo,2010,Bangalore,22.07,5.0
Diesel,Sedan,80000.0,Automatic,1,Audi,Audi A6,2013,Bangalore,17.68,5.0
Diesel,Sedan,70000.0,Manual,1,Skoda,Skoda Octavia,2018,Bangalore,21.0,5.0
Diesel,Hatchback,90106.0,Manual,2,Hyundai,Hyundai i20,2013,Bangalore,21.9,5.0
Petrol,Sedan,50000.0,Manual,1,Skoda,Skoda Superb,2009,Bangalore,13.7,5.0
Petrol,Hatchback,138175.0,Automatic,1,Maruti,Maruti Celerio,2016,Bangalore,26.68,5.0
Petrol,Hatchback,55609.0,Manual,1,Renault,Renault KWID,2019,Bangalore,23.01,5.0
Diesel,Hatchback,120000.0,Manual,3,Tata,Tata Indica V2,2015,Bangalore,17.88,5.0
Petrol,Hatchback,56410.0,Automatic,1,Maruti,Maruti Swift,2018,Bangalore,22.56,5.0
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Baleno,2022,Bangalore,22.35,5.0
Petrol,Hatchback,77593.0,Manual,1,Hyundai,Hyundai i20,2017,Bangalore,18.6,5.0
Petrol,SUV,49538.0,Manual,1,Honda,Honda WR-V,2018,Bangalore,17.5,5.0
Diesel,Sedan,87000.0,Manual,4,Chevrolet,Chevrolet Cruze,2012,Bangalore,17.3,5.0
Diesel,SUV,80000.0,Manual,1,Mahindra,Mahindra Bolero,2016,Bangalore,15.96,9.0
Petrol,Hatchback,50000.0,Manual,2,Datsun,Datsun RediGO,2018,Bangalore,22.5,5.0
Diesel,Hatchback,120000.0,Manual,1,Maruti,Maruti Swift,2012,Bangalore,22.9,5.0
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Swift,2018,Bangalore,22.0,5.0
Diesel,Hatchback,100000.0,Manual,2,Volkswagen,Volkswagen Polo,2010,Bangalore,22.07,5.0
Diesel,Hatchback,100000.0,Manual,2,Volkswagen,Volkswagen Polo,2010,Bangalore,22.07,5.0
Petrol,Hatchback,120000.0,Manual,3,Hyundai,Hyundai Santro Xing,2010,Bangalore,17.92,5.0
Petrol,Hatchback,30000.0,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,Bangalore,20.7,5.0
Diesel,Hatchback,100000.0,Manual,1,Maruti,Maruti Swift,2009,Bangalore,17.8,5.0
Petrol,Hatchback,41268.0,Manual,2,Maruti,Maruti Celerio,2016,Bangalore,25.24,5.0
Petrol,Hatchback,60020.0,Manual,1,Maruti,Maruti Swift,2011,Bangalore,22.38,5.0
Diesel,SUV,120000.0,Manual,1,Mahindra,Mahindra XUV500,2015,Bangalore,16.0,7.0
Diesel,Hatchback,32148.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,22.54,5.0
Petrol,Hatchback,69565.0,Automatic,1,Maruti,Maruti Celerio,2016,Bangalore,26.0,5.0
Diesel,Hatchback,60000.0,Manual,1,Honda,Honda Jazz,2017,Bangalore,27.3,5.0
Petrol,Hatchback,26007.0,Automatic,1,Maruti,Maruti Swift,2018,Bangalore,22.56,5.0
Petrol,SUV,30000.0,Manual,2,Ford,Ford Ecosport,2018,Bangalore,18.88,5.0
Petrol,Hatchback,134850.0,Manual,2,Maruti,Maruti Swift,2010,Bangalore,22.38,5.0
Petrol,Hatchback,44385.0,Manual,1,Maruti,Maruti Celerio,2015,Bangalore,25.24,5.0
Diesel,SUV,120000.0,Manual,2,Tata,Tata New Safari,2009,Bangalore,13.93,7.0
Diesel,SUV,30000.0,Manual,1,Hyundai,Hyundai Creta,2018,Bangalore,19.67,5.0
Diesel,Sedan,87000.0,Automatic,3,BMW,BMW 3 Series,2011,Bangalore,13.2,5.0
Petrol,Sedan,102662.0,Automatic,1,Honda,Honda City,2014,Bangalore,18.0,5.0
Petrol,SUV,13802.0,Automatic,1,Skoda,Skoda Kushaq,2022,Bangalore,17.2,5.0
Diesel,Hatchback,90000.0,Manual,4,Ford,Ford Figo,2011,Bangalore,20.0,5.0
Petrol,Hatchback,40000.0,Manual,2,Hyundai,Hyundai i20,2011,Bangalore,17.0,5.0
Petrol,Sedan,65000.0,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,Bangalore,14.74,5.0
Petrol,SUV,42000.0,Manual,1,Kia,Kia Seltos,2020,Bangalore,16.1,5.0
Petrol,Hatchback,13444.0,Automatic,2,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Diesel,SUV,56226.0,Manual,1,Mahindra,Mahindra XUV300,2019,Bangalore,20.0,5.0
Petrol,Hatchback,8733.0,Automatic,1,Renault,Renault KWID,2020,Bangalore,22.0,5.0
Petrol,Sedan,57963.0,Automatic,1,Honda,Honda City,2020,Bangalore,18.3,5.0
Petrol,Sedan,19508.0,Automatic,1,Honda,Honda City,2022,Bangalore,16.4,5.0
Petrol,Sedan,49423.0,Manual,1,Honda,Honda City,2018,Bangalore,17.4,5.0
Petrol,Hatchback,78622.0,Manual,2,Maruti,Maruti Swift,2012,Bangalore,22.38,5.0
Diesel,SUV,18025.0,Manual,1,Hyundai,Hyundai Venue,2022,Bangalore,,5.0
Petrol,Sedan,68220.0,Manual,1,Honda,Honda City,2010,Bangalore,17.0,5.0
Diesel,SUV,59889.0,Manual,1,Mahindra,Mahindra Thar,2018,Bangalore,16.55,6.0
Petrol,Hatchback,38500.0,Manual,1,Hyundai,Hyundai i20,2019,Bangalore,18.6,5.0
Diesel,SUV,120000.0,Automatic,2,Toyota,Toyota Fortuner,2013,Bangalore,12.55,7.0
Diesel,MUV,162000.0,Manual,1,Toyota,Toyota Innova,2008,Bangalore,12.8,7.0
Petrol,Hatchback,89900.0,Automatic,2,BMW,BMW 1 Series,2013,Bangalore,16.28,5.0
Petrol,Hatchback,58666.0,Automatic,1,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Petrol,Sedan,54137.0,Automatic,1,Maruti,Maruti Swift Dzire,2018,Bangalore,21.21,5.0
Diesel,SUV,180000.0,Manual,2,Toyota,Toyota Fortuner,2011,Bangalore,11.5,7.0
Petrol,Hatchback,21997.0,Manual,1,Renault,Renault KWID,2019,Bangalore,23.01,5.0
Petrol,Sedan,40394.0,Automatic,2,Maruti,Maruti Swift Dzire,2020,Bangalore,21.21,5.0
Diesel,SUV,49000.0,Automatic,2,BMW,BMW X1,2015,Bangalore,17.05,5.0
Petrol,SUV,80390.0,Manual,1,Ford,Ford Ecosport,2017,Bangalore,15.85,5.0
Petrol,Hatchback,55127.0,Automatic,1,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Diesel,SUV,35922.0,Manual,2,Ford,Ford Ecosport,2018,Bangalore,23.0,5.0
Petrol,Sedan,16883.0,Automatic,1,Honda,Honda Amaze,2019,Bangalore,19.0,5.0
Diesel,SUV,86000.0,Manual,2,Renault,Renault Duster,2013,Bangalore,19.6,5.0
Petrol,Sedan,88000.0,Automatic,1,Skoda,Skoda Octavia,2016,Bangalore,15.1,5.0
Diesel,Hatchback,110000.0,Manual,1,Skoda,Skoda Fabia,2013,Bangalore,20.86,5.0
Diesel,SUV,55398.0,Manual,1,Renault,Renault Duster,2020,Bangalore,19.87,5.0
Petrol,SUV,54000.0,Automatic,2,Ford,Ford Ecosport,2015,Bangalore,14.7,5.0
Petrol,Hatchback,25829.0,Manual,1,Volkswagen,Volkswagen Polo,2019,Bangalore,18.78,5.0
Petrol,Hatchback,36913.0,Manual,1,Maruti,Maruti Celerio,2016,Bangalore,23.1,5.0
